tract_split,Year,City,LACity,Community_Name,totUnsheltPeople,totESPeople,totTHPeople,totPeople
203500b,2022,Los Angeles,1,Lincoln Heights,1.606,0,0,1.606
203500c,2022,Los Angeles,1,Boyle Heights,2.987,0,0,2.987
203600,2022,Los Angeles,1,Boyle Heights,1.606,7,0,8.606
203710a,2022,Los Angeles,1,Boyle Heights,1.492,0,0,1.492
203710b,2022,Los Angeles,1,Boyle Heights,0,0,0,0
203720a,2022,Los Angeles,1,Boyle Heights,1.86,0,0,1.86
203720b,2022,Los Angeles,1,Boyle Heights,4.099,0,0,4.099
203800a,2022,Los Angeles,1,Boyle Heights,13.407,0,0,13.407
203800b,2022,Los Angeles,1,Boyle Heights,8.196,0,0,8.196
203900,2022,Los Angeles,1,Boyle Heights,65.436,0,0,65.436
204110a,2022,Los Angeles,1,Boyle Heights,0,0,0,0
204110b,2022,Los Angeles,1,Boyle Heights,44.005,0,0,44.005
204120a,2022,Los Angeles,1,Boyle Heights,0,0,0,0
204120b,2022,Los Angeles,1,Boyle Heights,0,0,0,0
204200a,2022,Los Angeles,1,Boyle Heights,2.985,0,0,2.985
204200b,2022,Los Angeles,1,Boyle Heights,3.719,0,0,3.719
204300,2022,Los Angeles,1,Boyle Heights,20.677,0,0,20.677
204410a,2022,Los Angeles,1,Boyle Heights,35.889,0,0,35.889
204410b,2022,Los Angeles,1,Boyle Heights,215.63,0,0,215.63
204420a,2022,Los Angeles,1,Boyle Heights,0,0,0,0
204420b,2022,Los Angeles,1,Boyle Heights,0,71,0,71
204600,2022,Los Angeles,1,Boyle Heights,28.048,0,0,28.048
204700a,2022,Los Angeles,1,Boyle Heights,34.486,0,0,34.486
204700b,2022,Los Angeles,1,Boyle Heights,11.536,0,0,11.536
204810,2022,Los Angeles,1,Boyle Heights,35.246,0,0,35.246
204820a,2022,Los Angeles,1,Boyle Heights,0,0,0,0
204820b,2022,Los Angeles,1,Boyle Heights,0,0,0,0
204910,2022,Los Angeles,1,Boyle Heights,6.844,0,0,6.844
204920,2022,Los Angeles,1,Boyle Heights,231.7,0,0,231.7
205110,2022,Los Angeles,1,Boyle Heights,4.987,0,0,4.987
205120a,2022,Los Angeles,1,Boyle Heights,71.172,0,0,71.172
205120b,2022,Los Angeles,1,Boyle Heights,161.76,0,0,161.76
206010a,2022,Los Angeles,1,Chinatown,21.723,0,0,21.723
206010b,2022,Los Angeles,1,Chinatown,21.905,0,0,21.905
206010c,2022,Los Angeles,1,Elysian Park,1,0,0,1
206020a,2022,Los Angeles,1,Chinatown,9.748,158,0,167.75
206020b,2022,Los Angeles,1,Downtown,124.02,0,0,124.02
206031a,2022,Los Angeles,1,Downtown,3,0,0,3
206031b,2022,Los Angeles,1,Downtown,258.36,0,0,258.36
206032,2022,Los Angeles,1,Boyle Heights,5,39,20,64
206050,2022,Los Angeles,1,Boyle Heights,135.79,0,0,135.79
206200a,2022,Los Angeles,1,Downtown,229.35,203,134,566.35
206200b,2022,Los Angeles,1,Downtown,71.026,0,0,71.026
206200c,2022,Los Angeles,1,Downtown,213.95,0,0,213.95
206200d,2022,Los Angeles,1,Downtown,3,0,0,3
206300a,2022,Los Angeles,1,Downtown,200.1,477,480,1217.1
206300b,2022,Los Angeles,1,Downtown,1049.8,277,41,1383.8
206300c,2022,Los Angeles,1,Downtown,204.37,0,0,204.37
207101,2022,Los Angeles,1,Downtown,42.922,0,0,42.922
207102a,2022,Los Angeles,1,Chinatown,19.213,25,0,44.213
207102b,2022,Los Angeles,1,Downtown,37.994,0,0,37.994
207103a,2022,Los Angeles,1,Chinatown,12.918,0,0,12.918
207103b,2022,Los Angeles,1,Chinatown,0,0,0,0
207301a,2022,Los Angeles,1,Downtown,20,0,0,20
207301b,2022,Los Angeles,1,Downtown,45.825,0,0,45.825
207301c,2022,Los Angeles,1,Downtown,14.973,0,0,14.973
207301d,2022,Los Angeles,1,Downtown,496.09,0,0,496.09
207302a,2022,Los Angeles,1,Downtown,76.032,0,0,76.032
207302b,2022,Los Angeles,1,Downtown,68.568,0,0,68.568
207400a,2022,Los Angeles,1,Downtown,82.852,25,0,107.85
207400b,2022,Los Angeles,1,Downtown,53.787,0,0,53.787
207501,2022,Los Angeles,1,Downtown,16.78,0,0,16.78
207502a,2022,Los Angeles,1,Downtown,35.684,0,0,35.684
207502b,2022,Los Angeles,1,Downtown,1,0,0,1
207710a,2022,Los Angeles,1,Downtown,111.73,37,0,148.73
207710b,2022,Los Angeles,1,Downtown,24,0,0,24
207710c,2022,Los Angeles,1,Downtown,41.987,0,0,41.987
207900a,2022,Los Angeles,1,Downtown,29.381,0,0,29.381
207900b,2022,Los Angeles,1,Downtown,11.466,0,0,11.466
207900c,2022,Los Angeles,1,Downtown,55.855,0,0,55.855
208000a,2022,Los Angeles,1,Westlake,8.538,0,0,8.538
208000b,2022,Los Angeles,1,Westlake,29.387,0,0,29.387
208000c,2022,Los Angeles,1,Echo Park,30.414,13,0,43.414
208301,2022,Los Angeles,1,Westlake,8.018,0,0,8.018
208302a,2022,Los Angeles,1,Westlake,16.975,0,0,16.975
208302b,2022,Los Angeles,1,Westlake,9.438,46,49,104.44
208401a,2022,Los Angeles,1,Westlake,13.976,0,0,13.976
208401b,2022,Los Angeles,1,Westlake,13.423,0,0,13.423
208402a,2022,Los Angeles,1,Westlake,0,0,0,0
208402b,2022,Los Angeles,1,Westlake,26.763,0,0,26.763
208501a,2022,Los Angeles,1,Westlake,13.412,0,0,13.412
208501b,2022,Los Angeles,1,Westlake,4.873,0,0,4.873
208502a,2022,Los Angeles,1,Westlake,7.213,41,0,48.213
208502b,2022,Los Angeles,1,Westlake,3.492,0,0,3.492
208610a,2022,Los Angeles,1,Westlake,1,0,0,1
208610b,2022,Los Angeles,1,Westlake,10.523,0,102,112.52
208620a,2022,Los Angeles,1,Westlake,4.86,0,0,4.86
208620b,2022,Los Angeles,1,Westlake,2.86,0,0,2.86
208620c,2022,Los Angeles,1,Westlake,1,0,0,1
208620d,2022,Los Angeles,1,Westlake,0,0,0,0
208710,2022,Los Angeles,1,Westlake,5.466,0,0,5.466
208720a,2022,Los Angeles,1,Westlake,20.342,0,0,20.342
208720b,2022,Los Angeles,1,Westlake,4.142,0,0,4.142
208801a,2022,Los Angeles,1,Westlake,86.912,0,0,86.912
208801b,2022,Los Angeles,1,Westlake,0,0,0,0
208802a,2022,Los Angeles,1,Westlake,16.992,83,0,99.992
208802b,2022,Los Angeles,1,Westlake,11.507,0,0,11.507
208902a,2022,Los Angeles,1,Westlake,56.987,0,0,56.987
208902b,2022,Los Angeles,1,Westlake,49.013,0,0,49.013
208903a,2022,Los Angeles,1,Westlake,0,0,0,0
208903b,2022,Los Angeles,1,Westlake,71.439,25,0,96.439
208904a,2022,Los Angeles,1,Westlake,93.597,0,0,93.597
208904b,2022,Los Angeles,1,Westlake,10.676,0,0,10.676
209102a,2022,Los Angeles,1,Westlake,7.987,0,0,7.987
209102b,2022,Los Angeles,1,Westlake,4.381,0,0,4.381
209102c,2022,Los Angeles,1,Westlake,7.213,0,0,7.213
209103,2022,Los Angeles,1,Westlake,2.86,0,0,2.86
209104,2022,Los Angeles,1,Westlake,11.426,0,100,111.43
209200a,2022,Los Angeles,1,Westlake,32.531,0,0,32.531
209200b,2022,Los Angeles,1,Westlake,9,0,0,9
209300a,2022,Los Angeles,1,Westlake,40.387,0,0,40.387
209300b,2022,Los Angeles,1,Westlake,20.242,0,0,20.242
209300c,2022,Los Angeles,1,Westlake,14.426,0,0,14.426
209401a,2022,Los Angeles,1,Westlake,44.546,0,0,44.546
209401b,2022,Los Angeles,1,Westlake,32.543,0,0,32.543
209402a,2022,Los Angeles,1,Westlake,48.811,0,0,48.811
209402b,2022,Los Angeles,1,Westlake,19.185,0,0,19.185
209403,2022,Los Angeles,1,Westlake,23.017,42,0,65.017
209510a,2022,Los Angeles,1,Pico-Union,6.086,0,0,6.086
209510b,2022,Los Angeles,1,Westlake,49.309,0,0,49.309
209520a,2022,Los Angeles,1,Pico-Union,68.552,0,0,68.552
209520b,2022,Los Angeles,1,Westlake,49.887,0,0,49.887
209810,2022,Los Angeles,1,Pico-Union,5.1,0,0,5.1
209820a,2022,Los Angeles,1,Pico-Union,3.86,14,0,17.86
209820b,2022,Los Angeles,1,Pico-Union,0,0,0,0
210010a,2022,Los Angeles,1,Pico-Union,10.679,0,24,34.679
210010b,2022,Los Angeles,1,Westlake,77.636,0,0,77.636
211000a,2022,Los Angeles,1,Hancock Park,10.761,0,0,10.761
211000b,2022,Los Angeles,1,Hancock Park,3,2,0,5
211120a,2022,Los Angeles,1,Koreatown,30.967,0,0,30.967
211120b,2022,Los Angeles,1,Koreatown,1.86,0,0,1.86
211120c,2022,Los Angeles,1,Westlake,20.852,36,0,56.852
211121a,2022,Los Angeles,1,Westlake,10.579,0,0,10.579
211121b,2022,Los Angeles,1,Westlake,8.761,22,0,30.761
211122a,2022,Los Angeles,1,Koreatown,42.481,0,0,42.481
211122b,2022,Los Angeles,1,Koreatown,20.192,0,0,20.192
211201,2022,Los Angeles,1,Koreatown,2.761,0,0,2.761
211202,2022,Los Angeles,1,Koreatown,0,0,0,0
211310a,2022,Los Angeles,1,Koreatown,4.777,0,0,4.777
211310b,2022,Los Angeles,1,Koreatown,9.438,0,0,9.438
211320,2022,Los Angeles,1,Koreatown,1.592,0,0,1.592
211320b,2022,Los Angeles,1,Koreatown,1,0,0,1
211410a,2022,Los Angeles,1,Koreatown,0,0,0,0
211410b,2022,Los Angeles,1,Koreatown,4.606,0,0,4.606
211420a,2022,Los Angeles,1,Koreatown,10.913,0,0,10.913
211420b,2022,Los Angeles,1,Koreatown,2,0,0,2
211500,2022,Los Angeles,1,Windsor Square,0,0,0,0
211701,2022,Los Angeles,1,Windsor Square,6.24,0,0,6.24
211703a,2022,Los Angeles,1,Koreatown,2.606,0,0,2.606
211703b,2022,Los Angeles,1,Koreatown,5.847,0,0,5.847
211704a,2022,Los Angeles,1,Koreatown,1,0,0,1
211704b,2022,Los Angeles,1,Koreatown,2.987,0,0,2.987
211802a,2022,Los Angeles,1,Koreatown,1.381,0,0,1.381
211802b,2022,Los Angeles,1,Koreatown,15.652,0,0,15.652
211803,2022,Los Angeles,1,Koreatown,0,0,0,0
211804a,2022,Los Angeles,1,Koreatown,11.692,0,0,11.692
211804b,2022,Los Angeles,1,Koreatown,1.86,0,0,1.86
211910,2022,Los Angeles,1,Koreatown,7.368,0,0,7.368
211921,2022,Los Angeles,1,Koreatown,1,0,0,1
211922,2022,Los Angeles,1,Koreatown,4.099,0,0,4.099
212101a,2022,Los Angeles,1,Koreatown,1,0,0,1
212101b,2022,Los Angeles,1,Koreatown,31.344,0,0,31.344
212102,2022,Los Angeles,1,Koreatown,19.723,0,0,19.723
212202,2022,Los Angeles,1,Westlake,10.071,0,0,10.071
212203a,2022,Los Angeles,1,Koreatown,12.837,0,0,12.837
212203b,2022,Los Angeles,1,Koreatown,0,0,0,0
212204a,2022,Los Angeles,1,Westlake,31.265,0,0,31.265
212204b,2022,Los Angeles,1,Westlake,7.072,0,0,7.072
212303,2022,Los Angeles,1,Koreatown,1,0,0,1
212304,2022,Los Angeles,1,Koreatown,25.991,0,0,25.991
212305,2022,Los Angeles,1,Koreatown,9.242,0,0,9.242
212306a,2022,Los Angeles,1,Koreatown,15.677,0,0,15.677
212306b,2022,Los Angeles,1,Koreatown,0,0,0,0
212410,2022,Los Angeles,1,Koreatown,0,0,0,17
212420,2022,Los Angeles,1,Koreatown,1.492,0,0,1.492
212501,2022,Los Angeles,1,Koreatown,0,0,0,0
212502a,2022,Los Angeles,1,Koreatown,6.213,0,0,6.213
212502b,2022,Los Angeles,1,Koreatown,29.177,0,0,29.177
212610a,2022,Los Angeles,1,Koreatown,0,0,0,0
212610b,2022,Los Angeles,1,Koreatown,1.86,0,0,1.86
212620a,2022,Los Angeles,1,Koreatown,0,0,0,0
212620b,2022,Los Angeles,1,Koreatown,5.944,0,0,5.944
212701a,2022,Los Angeles,1,Koreatown,1.86,0,0,1.86
212701b,2022,Los Angeles,1,Arlington Heights,1.86,0,0,1.86
212702a,2022,Los Angeles,1,Mid-Wilshire,4.24,0,0,4.24
212702b,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
212800,2022,Los Angeles,1,Mid-Wilshire,1.606,0,0,1.606
212900a,2022,Los Angeles,1,Arlington Heights,1.86,0,0,1.86
212900b,2022,Los Angeles,1,Arlington Heights,0,0,0,0
213100a,2022,Los Angeles,1,Harvard Heights,0,0,0,0
213100b,2022,Los Angeles,1,Koreatown,25.532,0,0,25.532
213201a,2022,Los Angeles,1,Harvard Heights,11.819,0,0,11.819
213201b,2022,Los Angeles,1,Harvard Heights,13.792,0,0,13.792
213202a,2022,Los Angeles,1,Harvard Heights,2,0,0,2
213202b,2022,Los Angeles,1,Harvard Heights,0,0,0,0
213310a,2022,Los Angeles,1,Koreatown,15.369,0,0,15.369
213310b,2022,Los Angeles,1,Pico-Union,4,0,0,4
213320a,2022,Los Angeles,1,Koreatown,26.092,0,0,26.092
213320b,2022,Los Angeles,1,Pico-Union,18.737,0,0,18.737
213401,2022,Los Angeles,1,Westlake,12.887,0,0,12.887
213402a,2022,Los Angeles,1,Pico-Union,39.105,0,0,39.105
213402b,2022,Los Angeles,1,Pico-Union,14.946,0,0,14.946
214000,2022,Los Angeles,1,Fairfax,21.018,0,0,21.018
214100,2022,Los Angeles,1,Hancock Park,7.213,0,0,7.213
214400a,2022,Los Angeles,1,Fairfax,3,0,0,3
214400b,2022,Los Angeles,1,Fairfax,0,0,0,0
214501a,2022,Los Angeles,1,Fairfax,4,0,0,4
214501b,2022,Unincorporated,1,Miracle Mile,5,0,0,5
214502a,2022,Los Angeles,1,Mid-Wilshire,1.592,0,0,1.592
214502b,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
214503a,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
214503b,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
214600,2022,Los Angeles,1,Beverly Grove,25.623,0,0,25.623
214700,2022,Los Angeles,1,Beverly Grove,2.381,0,0,2.381
214800,2022,Los Angeles,1,Beverly Grove,44.965,0,0,44.965
214901a,2022,Los Angeles,1,Beverly Grove,0,0,0,0
214901b,2022,Los Angeles,1,Beverly Grove,2.987,0,0,2.987
214902a,2022,Los Angeles,1,Beverly Grove,0,0,0,0
214902b,2022,Los Angeles,1,Beverly Grove,14.284,0,0,14.284
215101a,2022,Los Angeles,1,Mid-Wilshire,2.606,0,0,2.606
215101b,2022,Los Angeles,1,Mid-Wilshire,13.368,0,0,13.368
215102a,2022,Los Angeles,1,Mid-Wilshire,17.032,0,0,17.032
215102b,2022,Los Angeles,1,Mid-Wilshire,6.213,0,0,6.213
216100a,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
216100b,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
216100c,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
216200a,2022,Los Angeles,1,Mid-Wilshire,4.86,17,0,21.86
216200b,2022,Los Angeles,1,Mid-Wilshire,2,0,0,2
216200c,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
216200d,2022,Los Angeles,1,Mid-Wilshire,2.86,0,0,2.86
216300,2022,Los Angeles,1,Mid-Wilshire,7.606,0,0,7.606
216401a,2022,Los Angeles,1,South Robertson,0,0,0,0
216401b,2022,Los Angeles,1,South Robertson,0,0,0,0
216402a,2022,Los Angeles,1,South Robertson,2.459,0,0,2.459
216402b,2022,Los Angeles,1,South Robertson,0,0,0,0
216700,2022,Los Angeles,1,Mid-City,15.948,0,0,15.948
216800,2022,Los Angeles,1,Carthay,3.381,0,0,3.381
216900,2022,Los Angeles,1,Mid-City,1.86,0,0,1.86
217001a,2022,Los Angeles,1,South Robertson,1.571,0,0,1.571
217001b,2022,Los Angeles,1,South Robertson,0,0,0,0
217002,2022,Los Angeles,1,South Robertson,13.88,39,7,73.88
217100a,2022,Los Angeles,1,Mid-Wilshire,13.242,0,0,13.242
217100b,2022,Los Angeles,1,Mid-Wilshire,0,0,0,0
217200a,2022,Los Angeles,1,Mid-Wilshire,4.944,0,0,4.944
217200b,2022,Los Angeles,1,Mid-City,49.117,0,0,49.117
217200c,2022,Los Angeles,1,Mid-Wilshire,1.592,0,0,1.592
218110a,2022,Los Angeles,1,Arlington Heights,14.185,0,0,14.185
218110b,2022,Los Angeles,1,Mid-City,1.606,0,0,1.606
218120a,2022,Los Angeles,1,Arlington Heights,12.773,0,0,12.773
218120b,2022,Los Angeles,1,Arlington Heights,18.302,0,0,18.302
218210a,2022,Los Angeles,1,Mid-City,0,5,0,5
218210b,2022,Los Angeles,1,Mid-City,1.86,0,0,1.86
218220,2022,Los Angeles,1,Mid-City,1.381,0,0,1.381
218300,2022,Los Angeles,1,Mid-City,16.863,19,0,35.863
218400,2022,Los Angeles,1,Mid-City,4.403,0,0,4.403
218500,2022,Los Angeles,1,Mid-City,8.861,71,0,79.861
218600a,2022,Los Angeles,1,Mid-City,3.205,0,0,3.205
218600b,2022,Los Angeles,1,Mid-City,0,0,0,0
218701a,2022,Los Angeles,1,Arlington Heights,1,0,0,1
218701b,2022,Los Angeles,1,Mid-City,1.529,13,0,14.529
218702a,2022,Los Angeles,1,West Adams,65.022,0,0,65.022
218702b,2022,Los Angeles,1,Jefferson Park,0,6,10,16
218800a,2022,Los Angeles,1,Arlington Heights,9.591,0,0,9.591
218800b,2022,Los Angeles,1,Arlington Heights,1,0,0,1
218900,2022,Los Angeles,1,Jefferson Park,7.161,0,0,7.161
219010a,2022,Los Angeles,1,Jefferson Park,1,0,0,1
219010b,2022,Los Angeles,1,Jefferson Park,6.607,0,0,6.607
219020,2022,Los Angeles,1,Jefferson Park,16.023,0,13,29.023
219300,2022,Los Angeles,1,Jefferson Park,4.807,0,0,4.807
219500,2022,Los Angeles,1,Baldwin Hills/Crenshaw,4.406,0,0,4.406
219700a,2022,Los Angeles,1,West Adams,20.556,17,0,37.556
219700b,2022,Los Angeles,1,West Adams,30.127,0,0,30.127
219800a,2022,Los Angeles,1,West Adams,0,0,0,0
219800b,2022,Los Angeles,1,West Adams,10.211,0,0,10.211
219901a,2022,Los Angeles,1,West Adams,8.336,0,0,8.336
219901b,2022,Los Angeles,1,West Adams,40.865,0,0,40.865
219902a,2022,Los Angeles,1,West Adams,0,0,0,0
219902b,2022,Los Angeles,1,West Adams,27.889,0,0,27.889
220000,2022,Los Angeles,1,West Adams,64.139,0,0,64.139
220100,2022,Los Angeles,1,Baldwin Hills/Crenshaw,8.587,0,0,8.587
221110a,2022,Los Angeles,1,Pico-Union,5.381,0,0,5.381
221110b,2022,Los Angeles,1,Pico-Union,0,0,0,0
221120a,2022,Los Angeles,1,Pico-Union,15.71,0,0,15.71
221120b,2022,Los Angeles,1,Pico-Union,3,0,0,3
221210a,2022,Los Angeles,1,Harvard Heights,20.269,0,0,20.269
221210b,2022,Los Angeles,1,Harvard Heights,13.37,0,0,13.37
221220,2022,Los Angeles,1,Pico-Union,51.563,0,0,51.563
221302a,2022,Los Angeles,1,Arlington Heights,8.552,0,0,8.552
221302b,2022,Los Angeles,1,Harvard Heights,8.858,5,0,13.858
221303a,2022,Los Angeles,1,Harvard Heights,7.397,0,0,7.397
221303b,2022,Los Angeles,1,Harvard Heights,3.185,0,0,3.185
221304a,2022,Los Angeles,1,Harvard Heights,1.592,0,0,1.592
221304b,2022,Los Angeles,1,Arlington Heights,0,0,0,0
221401a,2022,Los Angeles,1,Jefferson Park,1.328,0,0,1.328
221401b,2022,Los Angeles,1,Jefferson Park,13.589,0,0,13.589
221402,2022,Los Angeles,1,Harvard Heights,51.676,0,0,51.676
221500a,2022,Los Angeles,1,Adams-Normandie,20.531,0,0,20.531
221500b,2022,Los Angeles,1,Adams-Normandie,7.109,0,0,7.109
221601a,2022,Los Angeles,1,Adams-Normandie,40.76,0,0,40.76
221601b,2022,Los Angeles,1,Adams-Normandie,63.85,0,0,63.85
221602,2022,Los Angeles,1,Pico-Union,9.914,0,0,9.914
221710a,2022,Los Angeles,1,University Park,14.832,0,0,14.832
221710b,2022,Los Angeles,1,University Park,1.529,0,0,1.529
221810a,2022,Los Angeles,1,Adams-Normandie,1,0,0,1
221810b,2022,Los Angeles,1,University Park,7.005,0,0,7.005
221820,2022,Los Angeles,1,University Park,2,0,0,2
221900a,2022,Los Angeles,1,Adams-Normandie,0,0,0,0
221900b,2022,Los Angeles,1,University Park,0,0,0,0
222001a,2022,Los Angeles,1,Jefferson Park,0,0,0,0
222001b,2022,Los Angeles,1,Jefferson Park,0,0,0,0
222002,2022,Los Angeles,1,Exposition Park,7.807,24,0,31.807
222100,2022,Los Angeles,1,Adams-Normandie,10.611,0,0,10.611
222200,2022,Los Angeles,1,Adams-Normandie,13.872,0,0,13.872
222500,2022,Los Angeles,1,Exposition Park,15.807,0,0,15.807
222600,2022,Los Angeles,1,Exposition Park,3.205,0,0,3.205
222700,2022,Los Angeles,1,University Park,4,0,0,4
224010a,2022,Los Angeles,1,Downtown,47.16,0,0,47.16
224010b,2022,Los Angeles,1,Downtown,38.683,0,0,38.683
224010c,2022,Los Angeles,1,Downtown,30.787,0,0,30.787
224020b,2022,Los Angeles,1,Historic South-Central,116.58,14,0,130.58
224020c,2022,Los Angeles,1,Historic South-Central,57.649,68,0,125.65
224020d,2022,Los Angeles,1,Historic South-Central,4,0,0,4
224020e,2022,Los Angeles,1,Downtown,49.973,0,0,49.973
224200a,2022,Los Angeles,1,Pico-Union,1.606,9,0,10.606
224200b,2022,Los Angeles,1,Pico-Union,26.315,0,0,26.315
224310a,2022,Los Angeles,1,Pico-Union,1,0,0,1
224310b,2022,Los Angeles,1,Pico-Union,4,18,0,22
224320a,2022,Los Angeles,1,Pico-Union,5.606,0,0,5.606
224320b,2022,Los Angeles,1,Pico-Union,4.466,0,0,4.466
224410,2022,Los Angeles,1,University Park,21.237,0,0,21.237
224420a,2022,Los Angeles,1,University Park,0,0,0,0
224600,2022,Los Angeles,1,Historic South-Central,148.66,49,11,208.66
224700,2022,Los Angeles,1,University Park,37.376,24,0,61.376
226001a,2022,Los Angeles,1,Downtown,173.84,0,0,173.84
226001b,2022,Los Angeles,1,Historic South-Central,41.31,0,0,41.31
226002a,2022,Los Angeles,1,Downtown,10.805,0,0,10.805
226002b,2022,Los Angeles,1,Downtown,723.37,0,0,723.37
226002c,2022,Los Angeles,1,Downtown,76.088,0,0,76.088
226002d,2022,Los Angeles,1,Downtown,68.441,0,0,68.441
226410a,2022,Los Angeles,1,Historic South-Central,6,0,0,6
226410b,2022,Los Angeles,1,Historic South-Central,8,0,0,8
226420a,2022,Los Angeles,1,Historic South-Central,3,0,0,3
226420b,2022,Los Angeles,1,Historic South-Central,2,0,0,2
226420c,2022,Los Angeles,1,Historic South-Central,2,0,0,2
226700,2022,Los Angeles,1,Historic South-Central,43.654,0,0,43.654
227010,2022,Los Angeles,1,Central-Alameda,88.238,0,0,88.238
227020a,2022,Los Angeles,1,Central-Alameda,7.336,0,0,7.336
227020b,2022,Los Angeles,1,Central-Alameda,3.131,0,0,3.131
228100a,2022,Los Angeles,1,Central-Alameda,22.288,0,0,22.288
228100b,2022,Los Angeles,1,Central-Alameda,9.308,0,0,9.308
228210a,2022,Los Angeles,1,Central-Alameda,2.53,0,0,2.53
228210b,2022,Los Angeles,1,Central-Alameda,19.927,0,0,19.927
228210c,2022,Los Angeles,1,Central-Alameda,2.529,0,0,2.529
228220a,2022,Los Angeles,1,Central-Alameda,16.696,0,0,16.696
228220b,2022,Los Angeles,1,Central-Alameda,50.169,0,0,50.169
228310a,2022,Los Angeles,1,Historic South-Central,39.436,0,0,39.436
228310b,2022,Los Angeles,1,Historic South-Central,42.163,0,0,42.163
228320a,2022,Los Angeles,1,Historic South-Central,1.529,0,0,1.529
228320b,2022,Los Angeles,1,Historic South-Central,0,0,0,0
228410a,2022,Los Angeles,1,Historic South-Central,6.733,0,0,6.733
228410b,2022,Los Angeles,1,Historic South-Central,6.809,0,0,6.809
228420a,2022,Los Angeles,1,Historic South-Central,15.53,0,0,15.53
228420b,2022,Los Angeles,1,Historic South-Central,0,0,0,0
228500,2022,Los Angeles,1,South Park,0,33,0,33
228600,2022,Los Angeles,1,South Park,115.66,2,0,117.66
228710a,2022,Los Angeles,1,Central-Alameda,2.403,0,0,2.403
228710b,2022,Los Angeles,1,Central-Alameda,17.118,20,0,37.118
228720,2022,Los Angeles,1,Central-Alameda,29.318,0,0,29.318
228800,2022,Los Angeles,1,Central-Alameda,66.281,0,0,66.281
228900a,2022,Los Angeles,1,Central-Alameda,66.916,0,0,66.916
228900b,2022,Los Angeles,1,Central-Alameda,23.064,0,0,23.064
229100a,2022,Los Angeles,1,Central-Alameda,27.899,0,0,27.899
229100b,2022,Los Angeles,1,Central-Alameda,22.141,0,0,22.141
229200a,2022,Los Angeles,1,South Park,4.807,13,0,17.807
229200b,2022,Los Angeles,1,South Park,4.382,0,0,4.382
229300,2022,Los Angeles,1,South Park,19.675,0,0,19.675
229410,2022,Los Angeles,1,South Park,73.007,0,0,73.007
229420,2022,Los Angeles,1,South Park,48.944,0,0,48.944
231100a,2022,Los Angeles,1,Historic South-Central,0,0,0,0
231100b,2022,Los Angeles,1,Historic South-Central,177.28,33,0,210.28
231100c,2022,Los Angeles,1,Exposition Park,2,0,0,2
231210a,2022,Los Angeles,1,Exposition Park,7.409,6,2,15.409
231210b,2022,Los Angeles,1,Exposition Park,0,0,0,0
231220,2022,Los Angeles,1,Exposition Park,18.668,0,0,18.668
231300,2022,Los Angeles,1,Exposition Park,35.154,0,0,35.154
231400a,2022,Los Angeles,1,Exposition Park,0,0,0,0
231400b,2022,Los Angeles,1,Exposition Park,0,0,0,0
231500,2022,Los Angeles,1,Vermont Square,14.107,0,0,14.107
231600a,2022,Los Angeles,1,Vermont Square,0,15,8,23
231600b,2022,Los Angeles,1,Vermont Square,1,0,0,1
231710a,2022,Los Angeles,1,Vermont Square,44.521,23,0,67.521
231710b,2022,Los Angeles,1,Vermont Square,70.906,0,0,70.906
231720a,2022,Los Angeles,1,Vermont Square,7.382,0,0,7.382
231720b,2022,Los Angeles,1,Vermont Square,77.73,0,0,77.73
231800a,2022,Los Angeles,1,Historic South-Central,6.531,0,0,6.531
231800b,2022,Los Angeles,1,Historic South-Central,6.602,20,0,26.602
231900a,2022,Los Angeles,1,South Park,18.784,15,0,33.784
231900b,2022,Los Angeles,1,South Park,13.505,0,0,13.505
232110,2022,Los Angeles,1,Vermont Square,12.409,51,0,63.409
232120a,2022,Los Angeles,1,Vermont Square,17.077,17,0,34.077
232120b,2022,Los Angeles,1,Vermont Square,9.32,0,0,9.32
232200a,2022,Los Angeles,1,Vermont Square,8.382,0,0,8.382
232200b,2022,Los Angeles,1,Vermont Square,0,1,0,1
232300a,2022,Los Angeles,1,Vermont Square,3.177,13,0,16.177
232300b,2022,Los Angeles,1,Vermont Square,0,0,0,0
232400,2022,Los Angeles,1,Vermont Square,46.806,68,0,114.81
232500,2022,Los Angeles,1,Chesterfield Square,29.003,101,49,179
232600a,2022,Los Angeles,1,Harvard Park,6,0,0,6
232600b,2022,Los Angeles,1,Vermont-Slauson,9.539,0,0,9.539
232700a,2022,Los Angeles,1,Vermont-Slauson,3.205,50,18,71.205
232700b,2022,Los Angeles,1,Vermont-Slauson,1.602,0,0,1.602
232800a,2022,Los Angeles,1,South Park,35.731,0,0,35.731
232800b,2022,Los Angeles,1,South Park,18.328,0,0,18.328
234000a,2022,Los Angeles,1,Leimert Park,0,15,0,15
234000b,2022,Los Angeles,1,Leimert Park,7.535,0,0,7.535
234200a,2022,Los Angeles,1,Leimert Park,29.897,0,0,29.897
