tract_split,Year,City,LACity,Community_Name,totUnsheltPeople,totESPeople,totTHPeople,totPeople
554511,2022,Cerritos,2,Cerritos,12,0,0,12
554512a,2022,Cerritos,2,Cerritos,11.243,0,0,11.243
554512b,2022,Cerritos,2,Cerritos,12.33,0,0,12.33
554513,2022,Cerritos,2,Cerritos,0,0,0,0
554514a,2022,Cerritos,2,Cerritos,0,0,0,0
554514b,2022,Cerritos,2,Cerritos,4.566,0,0,4.566
554515,2022,Cerritos,2,Cerritos,2,0,0,2
554516,2022,Cerritos,2,Cerritos,0,0,0,0
554517,2022,Cerritos,2,Cerritos,1.551,0,0,1.551
554518,2022,Cerritos,2,Cerritos,22.615,0,0,22.615
554519,2022,Cerritos,2,Cerritos,13.766,0,0,13.766
554521a,2022,Cerritos,2,Cerritos,4.103,0,0,4.103
554521b,2022,Cerritos,2,Cerritos,1,0,0,1
554521c,2022,Cerritos,2,Cerritos,7.526,0,0,7.526
554522a,2022,Cerritos,2,Cerritos,1.263,0,0,1.263
554522b,2022,Cerritos,2,Cerritos,7.433,0,0,7.433
554600a,2022,Norwalk,2,Norwalk,0,0,0,0
554600b,2022,Unincorporated,2,Unincorporated Cerritos,0,0,0,0
554700,2022,Norwalk,2,Norwalk,0,0,0,0
554801a,2022,Artesia,2,Artesia,0,0,0,0
554801b,2022,Artesia,2,Artesia,0,0,0,0
554802,2022,Artesia,2,Artesia,0,0,0,0
554900a,2022,Artesia,2,Artesia,0,0,0,0
554900b,2022,Artesia,2,Artesia,0,0,0,0
555001a,2022,Lakewood,2,Lakewood,5.551,0,0,5.551
555001b,2022,Lakewood,2,Lakewood,5.877,0,0,5.877
555002a,2022,Lakewood,2,Lakewood,4.303,0,0,4.303
555002b,2022,Lakewood,2,Lakewood,18.956,0,0,18.956
555102a,2022,Lakewood,2,Lakewood,0,0,0,0
555102b,2022,Lakewood,2,Lakewood,0,0,0,0
555102c,2022,Hawaiian Gardens,2,Hawaiian Gardens,2.775,0,0,2.775
555103,2022,Lakewood,2,Lakewood,5.924,0,0,5.924
555104a,2022,Lakewood,2,Lakewood,3.037,0,0,3.037
555104b,2022,Hawaiian Gardens,2,Hawaiian Gardens,2.661,0,0,2.661
555211,2022,Hawaiian Gardens,2,Hawaiian Gardens,9.581,0,0,9.581
555212,2022,Hawaiian Gardens,2,Hawaiian Gardens,13.644,0,0,13.644
570001,2022,Lakewood,2,Lakewood,2,0,0,2
570002,2022,Lakewood,2,Lakewood,0,0,0,0
570003,2022,Lakewood,2,Lakewood,5.368,0,0,5.368
570701a,2022,Lakewood,2,Lakewood,4.594,0,0,4.594
570701b,2022,Lakewood,2,Lakewood,2.263,0,0,2.263
570702,2022,Lakewood,2,Lakewood,4.263,0,0,4.263
570800a,2022,Lakewood,2,Lakewood,2.551,0,0,2.551
570800b,2022,Lakewood,2,Lakewood,2.303,0,0,2.303
570901a,2022,Lakewood,2,Lakewood,2,0,0,2
570901b,2022,Lakewood,2,Lakewood,2,0,0,2
570902,2022,Lakewood,2,Lakewood,8.894,0,0,8.894
571000,2022,Lakewood,2,Lakewood,0,0,0,0
571101,2022,Lakewood,2,Lakewood,1,0,0,1
571102,2022,Lakewood,2,Lakewood,0,0,0,0
571300a,2022,Lakewood,2,Lakewood,0,0,0,0
571300b,2022,Lakewood,2,Lakewood,0,0,0,0
571400a,2022,Lakewood,2,Lakewood,0,0,0,0
571400b,2022,Lakewood,2,Lakewood,0,0,0,0
571503,2022,Lakewood,2,Lakewood,5.103,0,0,5.103
573401,2022,Signal Hill,2,Signal Hill,9.525,0,0,9.525
573402a,2022,Signal Hill,2,Signal Hill,0,0,0,0
573402b,2022,Signal Hill,2,Signal Hill,0,0,0,0
573402c,2022,Signal Hill,2,Signal Hill,0,0,0,0
573403,2022,Signal Hill,2,Signal Hill,17.054,0,0,17.054
573700,2022,Unincorporated,2,Unincorporated Long Beach,0,0,0,0
599000,2022,Avalon,2,Avalon,33.621,0,0,33.621
599100a,2022,Unincorporated,2,Santa Catalina Island,0,0,0,0
599100b,2022,Avalon,2,Avalon,0,0,0,0
599100c,2022,Unincorporated,2,San Clemente Island,0,0,0,0
600100,2022,Unincorporated,2,Athens-Westmont,49.826,0,0,49.826
600201,2022,Unincorporated,2,Athens-Westmont,35.354,0,0,35.354
600202,2022,Unincorporated,2,Athens-Westmont,47.593,0,0,47.593
600302,2022,Unincorporated,2,Athens-Westmont,17.291,0,0,17.291
600303,2022,Unincorporated,2,Athens-Westmont,8.686,0,0,8.686
600304,2022,Unincorporated,2,Athens-Westmont,2.737,0,0,2.737
600400,2022,Unincorporated,2,Athens-Westmont,13.143,0,0,13.143
600501,2022,Inglewood,2,Inglewood,2.379,0,0,2.379
600502a,2022,Inglewood,2,Inglewood,0,6,0,6
600502b,2022,Hawthorne,2,Hawthorne,0,0,0,0
600601,2022,Inglewood,2,Inglewood,1,0,0,1
600602a,2022,Inglewood,2,Inglewood,1,0,0,1
600602b,2022,Inglewood,2,Inglewood,0,0,0,0
600702a,2022,Inglewood,2,Inglewood,1,0,0,1
600702b,2022,Inglewood,2,Inglewood,1,0,0,1
600703a,2022,Inglewood,2,Inglewood,0,0,0,0
600703b,2022,Inglewood,2,Inglewood,0,0,0,0
600704,2022,Inglewood,2,Inglewood,3.379,0,0,3.379
600801,2022,Inglewood,2,Inglewood,0,6,0,6
600802a,2022,Inglewood,2,Inglewood,7.795,0,0,7.795
600802b,2022,Inglewood,2,Inglewood,5.275,0,0,5.275
600902,2022,Inglewood,2,Inglewood,5.117,0,0,5.117
600911,2022,Inglewood,2,Inglewood,0,0,0,0
600912,2022,Inglewood,2,Inglewood,22.496,0,0,22.496
601001,2022,Inglewood,2,Inglewood,4,0,0,4
601002,2022,Inglewood,2,Inglewood,19.268,0,0,19.268
601100,2022,Inglewood,2,Inglewood,8.415,0,0,8.415
601202,2022,Inglewood,2,Inglewood,2,0,0,2
601211,2022,Inglewood,2,Inglewood,20.331,0,0,20.331
601212,2022,Inglewood,2,Inglewood,9.19,0,0,9.19
601301,2022,Inglewood,2,Inglewood,1,0,0,1
601302,2022,Inglewood,2,Inglewood,39.318,0,0,39.318
601303a,2022,Inglewood,2,Inglewood,6,0,0,6
601303b,2022,Inglewood,2,Inglewood,0,0,0,0
601401a,2022,Inglewood,2,Inglewood,1,0,0,1
601401b,2022,Inglewood,2,Inglewood,9.691,15,155,228.69
601402,2022,Inglewood,2,Inglewood,9.66,0,0,9.66
601501a,2022,Unincorporated,2,Lennox,3.474,0,0,3.474
601501b,2022,Inglewood,2,Inglewood,314.21,0,0,314.21
601502,2022,Unincorporated,2,Lennox,1.19,0,0,1.19
601600,2022,Unincorporated,2,Lennox,35.283,0,0,35.283
601700a,2022,Unincorporated,2,Lennox,5.465,0,0,5.465
601700b,2022,Inglewood,2,Inglewood,0,0,0,0
601700c,2022,Hawthorne,2,Hawthorne,0,0,0,0
601801a,2022,Unincorporated,2,Lennox,0,0,0,0
601801b,2022,Inglewood,2,Inglewood,0,0,0,0
601802a,2022,Unincorporated,2,Lennox,0,0,0,0
601802b,2022,Inglewood,2,Inglewood,15.355,0,0,15.355
601900,2022,Inglewood,2,Inglewood,2,0,0,2
602002a,2022,Hawthorne,2,Hawthorne,65.132,0,0,65.132
602002b,2022,Hawthorne,2,Hawthorne,5.02,0,0,5.02
602003,2022,Inglewood,2,Inglewood,1.19,0,0,1.19
602004,2022,Inglewood,2,Inglewood,6.517,0,0,6.517
602103,2022,Hawthorne,2,Hawthorne,21.895,0,0,21.895
602104,2022,Hawthorne,2,Hawthorne,2.19,0,0,2.19
602105,2022,Hawthorne,2,Hawthorne,15.016,0,10,25.016
602106,2022,Hawthorne,2,Hawthorne,0,0,0,0
602200a,2022,Unincorporated,2,Del Aire,2.275,0,0,2.275
602200b,2022,Hawthorne,2,Hawthorne,0,0,0,0
602200c,2022,Hawthorne,2,Hawthorne,0,0,0,0
602301a,2022,Unincorporated,2,Wiseburn,0,0,0,0
602301b,2022,Hawthorne,2,Hawthorne,0,0,0,0
602302a,2022,Hawthorne,2,Hawthorne,1.415,0,0,1.415
602302b,2022,Hawthorne,2,Hawthorne,11.19,0,0,11.19
602402,2022,Hawthorne,2,Hawthorne,1,0,1,2
602403,2022,Hawthorne,2,Hawthorne,2.379,0,0,2.379
602404,2022,Hawthorne,2,Hawthorne,7.275,11,0,18.275
602504a,2022,Hawthorne,2,Hawthorne,1.686,0,0,1.686
602504b,2022,Hawthorne,2,Hawthorne,2.686,0,0,2.686
602505a,2022,Hawthorne,2,Hawthorne,0,0,0,0
602505b,2022,Hawthorne,2,Hawthorne,0,0,0,0
602506a,2022,Hawthorne,2,Hawthorne,0,0,0,0
602506b,2022,Hawthorne,2,Hawthorne,0,0,0,0
602507a,2022,Hawthorne,2,Hawthorne,1.275,0,0,1.275
602507b,2022,Hawthorne,2,Hawthorne,0,0,0,0
602508,2022,Hawthorne,2,Hawthorne,2,0,0,2
602509a,2022,Hawthorne,2,Hawthorne,4.93,0,0,4.93
602509b,2022,Hawthorne,2,Hawthorne,2,0,0,2
602509c,2022,Unincorporated,2,Hawthorne,0,0,0,0
602600a,2022,Gardena,2,Gardena,4.379,0,0,4.379
602600b,2022,Gardena,2,Gardena,4.465,0,0,4.465
602600c,2022,Gardena,2,Gardena,1.19,0,0,1.19
602700a,2022,Hawthorne,2,Hawthorne,2,0,0,2
602700b,2022,Hawthorne,2,Hawthorne,0,0,0,0
602700c,2022,Unincorporated,2,Athens-Westmont,6.966,0,0,6.966
602801,2022,Unincorporated,2,Athens-Westmont,159.71,0,0,159.71
602802,2022,Unincorporated,2,Athens-Westmont,19.647,8,0,27.647
602900a,2022,Gardena,2,Gardena,5.16,0,0,5.16
602900b,2022,Gardena,2,Gardena,9.087,0,0,9.087
603001,2022,Gardena,2,Gardena,57.898,0,0,57.898
603004a,2022,Gardena,2,Gardena,1,0,0,1
603004b,2022,Gardena,2,Gardena,0,0,0,0
603005,2022,Gardena,2,Gardena,6.854,0,0,6.854
603006,2022,Gardena,2,Gardena,1.737,0,0,1.737
603101,2022,Gardena,2,Gardena,1,0,0,1
603102,2022,Gardena,2,Gardena,3.927,0,0,3.927
603200a,2022,Gardena,2,Gardena,2.379,0,0,2.379
603200b,2022,Gardena,2,Gardena,1.737,0,0,1.737
603301,2022,Gardena,2,Gardena,0,0,0,0
603302,2022,Gardena,2,Gardena,5.372,0,0,5.372
603400,2022,Gardena,2,Gardena,8.138,0,0,8.138
603500,2022,Gardena,2,Gardena,2,0,0,2
603600,2022,Gardena,2,Gardena,5.372,0,0,5.372
603702a,2022,Hawthorne,2,Hawthorne,1.275,0,0,1.275
603702b,2022,Unincorporated,2,El Camino Village,1,0,0,1
603702c,2022,Unincorporated,2,El Camino Village,45.53,0,0,45.53
603703,2022,Hawthorne,2,Hawthorne,1,0,0,1
603704a,2022,Hawthorne,2,Hawthorne,0,0,0,0
603704b,2022,Unincorporated,2,El Camino Village,12.986,0,0,12.986
603801a,2022,Lawndale,2,Lawndale,8.445,0,0,8.445
603801b,2022,Lawndale,2,Lawndale,9.635,0,0,9.635
603802,2022,Lawndale,2,Lawndale,1,0,0,1
603900a,2022,Lawndale,2,Lawndale,6.058,0,0,6.058
603900b,2022,Lawndale,2,Lawndale,2.876,0,0,2.876
604001,2022,Lawndale,2,Lawndale,1,0,0,1
604002,2022,Lawndale,2,Lawndale,2.19,0,0,2.19
604100,2022,Lawndale,2,Lawndale,0,0,0,0
609900,2022,Unincorporated,1,La Rambla,6.211,0,0,6.211
620001,2022,El Segundo,2,El Segundo,3,0,0,3
620002,2022,El Segundo,2,El Segundo,3,0,0,3
620101,2022,El Segundo,2,El Segundo,1,0,0,1
620102,2022,El Segundo,2,El Segundo,0,0,0,0
620201a,2022,Manhattan Beach,2,Manhattan Beach,0,0,0,0
620201b,2022,Manhattan Beach,2,Manhattan Beach,1,0,0,1
620301,2022,Manhattan Beach,2,Manhattan Beach,1,0,0,1
620303,2022,Manhattan Beach,2,Manhattan Beach,0,0,0,0
620305a,2022,Manhattan Beach,2,Manhattan Beach,4.275,0,0,4.275
620305b,2022,Manhattan Beach,2,Manhattan Beach,0,0,0,0
620305c,2022,Manhattan Beach,2,Manhattan Beach,0,0,0,0
620400a,2022,Manhattan Beach,2,Manhattan Beach,1,0,0,1
620400b,2022,Manhattan Beach,2,Manhattan Beach,1,0,0,1
620501a,2022,Redondo Beach,2,Redondo Beach,0,0,0,0
620501b,2022,Redondo Beach,2,Redondo Beach,1,0,0,1
620521,2022,Redondo Beach,2,Redondo Beach,0,0,0,0
620522,2022,Redondo Beach,2,Redondo Beach,0,0,0,0
620601,2022,Redondo Beach,2,Redondo Beach,35.603,15,0,50.603
620602,2022,Redondo Beach,2,Redondo Beach,4.699,0,0,4.699
620701,2022,Redondo Beach,2,Redondo Beach,6.058,0,0,6.058
620702a,2022,Redondo Beach,2,Redondo Beach,5.16,0,0,5.16
620702b,2022,Redondo Beach,2,Redondo Beach,2,0,0,2
620800a,2022,Manhattan Beach,2,Manhattan Beach,0,0,0,0
620800b,2022,Manhattan Beach,2,Manhattan Beach,1,0,0,1
620901,2022,Manhattan Beach,2,Manhattan Beach,0,0,0,0
620904,2022,Manhattan Beach,2,Manhattan Beach,0,0,0,0
621001,2022,Hermosa Beach,2,Hermosa Beach,0,0,0,0
621002a,2022,Hermosa Beach,2,Hermosa Beach,1,0,0,1
621002b,2022,Hermosa Beach,2,Hermosa Beach,0,0,0,0
621004a,2022,Hermosa Beach,2,Hermosa Beach,4.19,0,0,4.19
621004b,2022,Hermosa Beach,2,Hermosa Beach,2,0,0,2
621102,2022,Hermosa Beach,2,Hermosa Beach,1.737,0,0,1.737
621104,2022,Hermosa Beach,2,Hermosa Beach,24.619,0,0,24.619
621201,2022,Redondo Beach,2,Redondo Beach,1,0,0,1
621204,2022,Redondo Beach,2,Redondo Beach,15.16,0,0,15.16
621301,2022,Redondo Beach,2,Redondo Beach,1.686,0,0,1.686
621324a,2022,Redondo Beach,2,Redondo Beach,9,0,0,9
621324b,2022,Redondo Beach,2,Redondo Beach,0,0,0,0
621326a,2022,Redondo Beach,2,Redondo Beach,3,0,0,3
621326b,2022,Redondo Beach,2,Redondo Beach,0,0,0,0
621400,2022,Redondo Beach,2,Redondo Beach,0,0,0,0
650001a,2022,Torrance,2,Torrance,1,0,0,1
650001b,2022,Torrance,2,Torrance,0,0,0,0
650003b,2022,Torrance,2,Torrance,36.827,0,0,36.827
650004,2022,Torrance,2,Torrance,1.19,0,0,1.19
650101a,2022,Torrance,2,Torrance,1.19,0,0,1.19
650101b,2022,Torrance,2,Torrance,2.19,0,0,2.19
650102,2022,Torrance,2,Torrance,5.013,0,0,5.013
650200a,2022,Torrance,2,Torrance,0,0,0,0
650200b,2022,Torrance,2,Torrance,0,0,0,0
650300a,2022,Torrance,2,Torrance,0,0,0,0
650300b,2022,Torrance,2,Torrance,0,0,0,0
650300c,2022,Torrance,2,Torrance,25.637,0,0,25.637
650401a,2022,Torrance,2,Torrance,0,0,0,0
650401b,2022,Torrance,2,Torrance,1,0,23,24
650501,2022,Torrance,2,Torrance,6.058,0,0,6.058
650502,2022,Torrance,2,Torrance,2.379,0,0,2.379
650602,2022,Torrance,2,Torrance,16.386,0,0,16.386
650603,2022,Torrance,2,Torrance,2,0,0,2
650604a,2022,Torrance,2,Torrance,2,0,0,2
650604b,2022,Torrance,2,Torrance,1,0,0,1
650605,2022,Torrance,2,Torrance,0,0,0,0
650701a,2022,Torrance,2,Torrance,9.211,0,0,9.211
650701b,2022,Torrance,2,Torrance,17.678,0,0,17.678
650702,2022,Torrance,2,Torrance,3.372,0,0,3.372
650800a,2022,Torrance,2,Torrance,0,0,0,0
650800b,2022,Torrance,2,Torrance,3.423,0,0,3.423
650800c,2022,Torrance,2,Torrance,0,0,0,0
650901a,2022,Torrance,2,Torrance,5.013,0,0,5.013
650901b,2022,Torrance,2,Torrance,0,0,0,0
650902a,2022,Torrance,2,Torrance,7.333,18,0,25.333
650902b,2022,Torrance,2,Torrance,12.255,0,0,12.255
651001a,2022,Torrance,2,Torrance,1.19,28,0,29.19
651001b,2022,Torrance,2,Torrance,0,0,0,0
651002,2022,Torrance,2,Torrance,0,0,0,0
651101a,2022,Torrance,2,Torrance,14.423,0,0,14.423
651101b,2022,Torrance,2,Torrance,17.949,0,0,17.949
651102,2022,Torrance,2,Torrance,6.436,0,0,6.436
651201a,2022,Torrance,2,Torrance,1.686,0,0,1.686
651201b,2022,Torrance,2,Torrance,0,0,0,0
651221,2022,Torrance,2,Torrance,1.686,0,0,1.686
651222,2022,Torrance,2,Torrance,1.686,0,0,1.686
651302a,2022,Torrance,2,Torrance,0,0,0,0
651302b,2022,Torrance,2,Torrance,1,0,0,1
651304a,2022,Torrance,2,Torrance,3,0,0,3
651304b,2022,Torrance,2,Torrance,1,0,0,1
651401a,2022,Torrance,2,Torrance,0,0,0,0
651401b,2022,Torrance,2,Torrance,0,0,0,0
651401c,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
651402a,2022,Torrance,2,Torrance,2.686,0,0,2.686
651402b,2022,Torrance,2,Torrance,0,0,0,0
670001,2022,Lomita,2,Lomita,5.562,0,0,5.562
670002,2022,Lomita,2,Lomita,0,0,0,0
670003,2022,Lomita,2,Lomita,5.211,0,6,11.211
670100,2022,Lomita,2,Lomita,3.275,0,0,3.275
670201a,2022,Unincorporated,2,Westfield/Academy Hills,0,0,0,0
670201b,2022,Unincorporated,2,Palos Verdes Peninsula,0,0,0,0
670201c,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
670201d,2022,Torrance,2,Torrance,0,0,0,0
670202,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
670324a,2022,Palos Verdes Estates,2,Palos Verdes Estates,0,0,0,0
670324b,2022,Palos Verdes Estates,2,Palos Verdes Estates,0,0,0,0
670324c,2022,Palos Verdes Estates,2,Palos Verdes Estates,0,0,0,0
670326a,2022,Palos Verdes Estates,2,Palos Verdes Estates,1,0,0,1
670326b,2022,Palos Verdes Estates,2,Palos Verdes Estates,1,0,0,1
670328a,2022,Palos Verdes Estates,2,Palos Verdes Estates,0,0,0,0
670328b,2022,Palos Verdes Estates,2,Palos Verdes Estates,0,0,0,0
670328c,2022,Palos Verdes Estates,2,Palos Verdes Estates,0,0,0,0
670403a,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670403b,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
670405a,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
670405b,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670406,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
670407,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670411a,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670411b,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670411c,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
670413,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670416a,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670416b,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670500,2022,Rolling Hills,2,Rolling Hills,0,0,0,0
670602a,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,2,0,0,2
670602b,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670602c,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670701a,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,3.876,0,0,3.876
670701b,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670701c,2022,Lomita,2,Lomita,0,0,0,0
670702a,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670702b,2022,Rancho Palos Verdes,2,Rancho Palos Verdes,0,0,0,0
670702c,2022,Rolling Hills Estates,2,Rolling Hills Estates,0,0,0,0
700101,2022,West Hollywood,2,West Hollywood,0,0,0,0
700102,2022,West Hollywood,2,West Hollywood,0,0,0,0
700200,2022,West Hollywood,2,West Hollywood,9,0,0,9
700300a,2022,West Hollywood,2,West Hollywood,3,0,0,3
700300b,2022,West Hollywood,2,West Hollywood,4,0,0,4
700400,2022,West Hollywood,2,West Hollywood,16.86,0,0,16.86
700501,2022,West Hollywood,2,West Hollywood,3.492,0,0,3.492
700502,2022,West Hollywood,2,West Hollywood,2,0,0,2
700600a,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700600b,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700700a,2022,Beverly Hills,2,Beverly Hills,32.836,0,0,32.836
700700b,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700700c,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700801a,2022,Beverly Hills,2,Beverly Hills,3,0,0,3
700801b,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700802,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700901a,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700901b,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
700902,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
701000a,2022,Beverly Hills,2,Beverly Hills,3,0,0,3
701000b,2022,Beverly Hills,2,Beverly Hills,0,0,0,0
701100a,2022,Los Angeles,2,Brentwood,27.677,0,0,27.677
701100b,2022,Unincorporated,2,Veterans Administration,26.149,96,84,230.15
701201d,2022,Santa Monica,2,Santa Monica,1.731,0,0,1.731
701202a,2022,Santa Monica,2,Santa Monica,0,0,0,0
701202b,2022,Santa Monica,2,Santa Monica,3,0,0,3
701302a,2022,Santa Monica,2,Santa Monica,2.731,0,0,2.731
701302b,2022,Santa Monica,2,Santa Monica,8.19,0,0,8.19
701304a,2022,Santa Monica,2,Santa Monica,1.571,0,0,1.571
701304b,2022,Santa Monica,2,Santa Monica,4.19,0,0,4.19
701304bc,2022,Santa Monica,2,Santa Monica,9.571,0,0,9.571
701304pk,2022,Santa Monica,2,Santa Monica,3,0,0,3
701402,2022,Santa Monica,2,Santa Monica,10.891,0,0,10.891
701402a,2022,Santa Monica,2,Santa Monica,6.394,0,0,6.394
701402b,2022,Santa Monica,2,Santa Monica,7,0,0,7
701402bStr,2022,Santa Monica,2,Santa Monica,2,0,0,2
701402bc,2022,Santa Monica,2,Santa Monica,11,0,0,11
701402c,2022,Santa Monica,2,Santa Monica,20.136,0,0,20.136
701501a,2022,Santa Monica,2,Santa Monica,4.571,0,0,4.571
701501b,2022,Santa Monica,2,Santa Monica,16.34,0,59,75.34
701502a,2022,Santa Monica,2,Santa Monica,9,0,0,9
701502b,2022,Santa Monica,2,Santa Monica,5.473,0,0,5.473
701601a,2022,Santa Monica,2,Santa Monica,2.473,0,0,2.473
701601b,2022,Santa Monica,2,Santa Monica,1.473,0,0,1.473
701601c,2022,Santa Monica,2,Santa Monica,0,0,0,0
701601d,2022,Santa Monica,2,Santa Monica,4.204,0,0,4.204
701601e,2022,Santa Monica,2,Santa Monica,2,0,0,2
701601f,2022,Santa Monica,2,Santa Monica,2,0,0,2
701602a,2022,Santa Monica,2,Santa Monica,7,0,0,7
701602b,2022,Santa Monica,2,Santa Monica,6.459,0,0,6.459
701701a,2022,Santa Monica,2,Santa Monica,30.028,0,0,30.028
701701b,2022,Santa Monica,2,Santa Monica,5.473,0,0,5.473
701702a,2022,Santa Monica,2,Santa Monica,6,29,0,35
701702b,2022,Santa Monica,2,Santa Monica,9,0,0,9
701801a,2022,Santa Monica,2,Santa Monica,14.414,0,0,14.414
701801b,2022,Santa Monica,2,Santa Monica,5,12,0,31
701801c,2022,Santa Monica,2,Santa Monica,17.142,0,0,17.142
701801cfwyS,2022,Santa Monica,2,Santa Monica,4.142,0,0,4.142
701802a,2022,Santa Monica,2,Santa Monica,10.142,0,0,10.142
701802afwyN,2022,Santa Monica,2,Santa Monica,14.713,0,0,14.713
701802b,2022,Santa Monica,2,Santa Monica,15.309,0,0,15.309
701802bfwyS,2022,Santa Monica,2,Santa Monica,10.702,0,0,10.702
701802c,2022,Santa Monica,2,Santa Monica,27.68,0,0,27.68
701802d,2022,Santa Monica,2,Santa Monica,0,0,0,0
701802dfwyS,2022,Santa Monica,2,Santa Monica,0,0,0,0
701902a,2022,Santa Monica,2,Santa Monica,38.044,0,0,38.044
701902b,2022,Santa Monica,2,Santa Monica,23.473,0,0,23.473
701902bc,2022,Santa Monica,2,Santa Monica,46.946,0,0,46.946
701902c,2022,Santa Monica,2,Santa Monica,19.731,18,0,37.731
701902cfwyN,2022,Santa Monica,2,Santa Monica,1.571,0,0,1.571
701902cfwyS,2022,Santa Monica,2,Santa Monica,0,0,0,0
701902d,2022,Santa Monica,2,Santa Monica,10,0,0,10
701902dStr,2022,Santa Monica,2,Santa Monica,0,0,0,0
701902e,2022,Santa Monica,2,Santa Monica,32,0,0,32
701902eStr,2022,Santa Monica,2,Santa Monica,3,0,0,3
701902f,2022,Santa Monica,2,Santa Monica,35,0,0,35
701902pk,2022,Santa Monica,2,Santa Monica,21,0,0,21
701902pp,2022,Santa Monica,2,Santa Monica,10,0,0,10
702002a,2022,Santa Monica,2,Santa Monica,2,0,0,2
702002b,2022,Santa Monica,2,Santa Monica,4,0,0,4
702002bc,2022,Santa Monica,2,Santa Monica,39.141,0,0,39.141
702002c,2022,Santa Monica,2,Santa Monica,4,0,0,4
702002d,2022,Santa Monica,2,Santa Monica,1,0,0,1
702002e,2022,Santa Monica,2,Santa Monica,7.582,0,0,7.582
702002f,2022,Santa Monica,2,Santa Monica,3,0,0,3
702102a,2022,Santa Monica,2,Santa Monica,6.193,0,0,6.193
702102b,2022,Santa Monica,2,Santa Monica,0,0,0,0
702102bc,2022,Santa Monica,2,Santa Monica,13.836,0,0,13.836
702102c,2022,Santa Monica,2,Santa Monica,2.459,0,0,2.459
702102d,2022,Santa Monica,2,Santa Monica,1,0,0,1
702102e,2022,Santa Monica,2,Santa Monica,9.615,0,0,9.615
702201a,2022,Santa Monica,2,Santa Monica,1,0,0,1
702201b,2022,Santa Monica,2,Santa Monica,2.473,0,0,2.473
702201c,2022,Santa Monica,2,Santa Monica,6,0,0,6
702201d,2022,Santa Monica,2,Santa Monica,0,0,0,0
702202a,2022,Santa Monica,2,Santa Monica,0,0,0,0
702202b,2022,Santa Monica,2,Santa Monica,8.945,0,0,8.945
702202c,2022,Santa Monica,2,Santa Monica,1,0,0,1
702300a,2022,Santa Monica,2,Santa Monica,8.838,0,0,8.838
702300b,2022,Santa Monica,2,Santa Monica,3.204,0,0,3.204
702300c,2022,Santa Monica,2,Santa Monica,1.571,0,0,1.571
702300d,2022,Santa Monica,2,Santa Monica,0,0,0,0
702300e,2022,Santa Monica,2,Santa Monica,4,0,0,4
702400a,2022,Culver City,2,Culver City,0,0,0,0
702400b,2022,Culver City,2,Culver City,0,0,0,0
702501,2022,Culver City,2,Culver City,39.538,0,0,39.538
702502a,2022,Culver City,2,Culver City,11.56,0,0,11.56
702502b,2022,Los Angeles,2,Baldwin Hills/Crenshaw,2.571,0,0,2.571
702600a,2022,Culver City,2,Culver City,2.891,0,0,2.891
702600b,2022,Culver City,2,Culver City,9.554,0,0,9.554
702700,2022,Culver City,2,Culver City,37.305,0,0,37.305
702801,2022,Culver City,2,Culver City,119.82,37,0,156.82
702802,2022,Culver City,2,Culver City,22.032,0,0,22.032
702803,2022,Culver City,2,Culver City,10.444,0,0,10.444
702901a,2022,Unincorporated,1,Marina del Rey,1,0,0,1
702901b,2022,Unincorporated,1,Marina del Rey,0,0,0,0
702901c,2022,Unincorporated,1,Marina del Rey,0,0,0,0
